Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Tipo;Subtipo;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14;Foto 15;Foto 16;Foto 17;Foto 18;Foto 19;Foto 20
5159;MIRADOR DE LA ATALAYA;Collado de la Atalaya;;Cieza;CIEZA;;;;;;-1.4198786;38.2415275;Situado en el collado de la Atalaya donde se alza la ermita de la Virgen del Buen Suceso, patrona de Cieza. Su magnifica ubicación, rodeado de una frondosa pinada, ofrece al visitante la oportunidad de contemplar la huerta y el meandro que el río Segura dibuja en el casco antiguo de la ciudad. Un estupendo mirador para hacer fotografías panorámicas de Cieza.;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_542010_186893_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_542010_824040_0_g.jpg;;;;;;;;;;;;;;;;;;
5160;MIRADOR DE LA ERMITA DEL SANTÍSIMO CRISTO DEL CONSUELO;Subida a la Ermita;;Cieza;CIEZA;;;;;;-1.4259918;38.2415275;<p>Es un lugar emblem&aacute,tico, ya que en este mirador se encuentra la ermita que alberga la imagen del Sant&iacute,simo Cristo del Consuelo a la que los ciezanos tienen gran devoci&oacute,n. Ofrece una bella panor&aacute,mica del casco urbano, la huerta y la Atalaya.</p>;Arquitectura Civil;;;;;;;;;;;;;;;;;;;;;
5439;MIRADOR DE LA HUERTA CARA;Calle Arriba, 26;30190;Albudeite;ALBUDEITE;;;;;;-1.386541;38.027739;Controlar buena parte de la vega que riega el río Mula es posible desde este mirador, que se ubica junto al enclave que ocupó el castillo de Albudeite. Al otro lado del río Mula, se encuentra el paraje de la Huerta Cara, lugar llamado así por lo apreciadas que eran sus tierras para los vecinos de la localidad, y en el que destaca un conjunto de viviendas conocidas como La Barraca o Casas de los Ingenieros.;Arquitectura Popular;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5439-1_g.jpg;;;;;;;;;;;;;;;;;;;
8315;Mirador de la Torre ;C/ Santo Cristo, s/n;30510;Yecla;;968 75 41 04;;turismo@yecla.es ;https://turismo.yecla.es - https://www.yecla.es;;-1.1175779;38.6106734;<p><span style='font-size:16px'>Ubicado en la subida al Castillo ofrece una magn&iacute,fica panor&aacute,mica de la ciudad de Yecla, destacando la monumental c&uacute,pula de la Bas&iacute,lica de la Pur&iacute,sima o Iglesia Nueva (siglos XVIII / XIX) y la majestuosa torre de la Iglesia de la Parroquia de la Asunci&oacute,n o Iglesia Vieja (siglo XVI).</span></p>;Conjunto Histórico-Artístico;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/lugares-de-interes/recurso-1-8315-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/lugares-de-interes/recurso-1-8315-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/lugares-de-interes/recurso-1-8315-3p_g.png;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/lugares-de-interes/recurso-1-8315-2p_g.jpg;;;;;;;;;;;;;;;;
5066;Mirador de las Lomas;Paraje las lomas s/n;;Calasparra;CALASPARRA;968745325;968745325;turismo@calasparra.org;www.turismocalasparra.es;;-1.7075623;38.2565814;<p>Una bonita panor&aacute,mica de la vega y arrozales de Calasparra. La mejor manera de conocer la importancia que tiene la vega alta del Segura y los arrozales calasparre&ntilde,os la obtenemos recre&aacute,ndonos en este impresionante mirador</p>;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_202009_419011_0_g.jpg;;;;;;;;;;;;;;;;;;;
5411;Mirador del Castillo;Plaza de la Iglesia;30191;Campos del Río;;;;;;;4211381;644944;Tranquilidad. Eso es lo que se respira en el Mirador del Castillo. La plaza da hacia la huerta y los Bad-Lands, donde se puede disfrutar de un momento de paz. A la espalda se encuentra la fachada de la Iglesia San Juan Bautista, al frente la Vega del Río Mula.;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5411-1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5411-3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5411-2_g.jpg;;;;;;;;;;;;;;;;;
8707;Mirador del Galúa / Plaza del Mar;Gran Vía km 3, salida número, 30, La Manga,; 3038;La Manga;LA MANGA Cartagena;;;;;;-0.720759;37.664070;<p>El Mirador del Gal&uacute,a / Plaza del Mar, es un nuevo espacio p&uacute,blico inaugurado en verano de 2020 que se asoma al Mar Mediterr&aacute,neo y desde donde se tiene una magn&iacute,fica vista panor&aacute,mica de La Manga.</p><p>Est&aacute, distribuido en miradores e itinerarios peatonales junto al mar, con un grader&iacute,o con bancos de madera y escaleras de piedra natural, zonas de sombra, espacios verdes con p&eacute,rgolas, arbolado e islas vegetales, adem&aacute,s los accesos a los miradores y a la playa est&aacute,n adaptados para personas con movilidad reducida.</p><p>En &eacute,ste espacio tambi&eacute,n se rendir&aacute, homenaje a los pilotos de la Academia General del Aire que fallecieron en 2019, cuando realizaban vuelos de pr&aacute,cticas y entrenamiento sobre las aguas de La Manga.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8707-3p_g.jpg;;;;;;;;;;;;;;
5115;Mirador del Monte Blanco I;Urb. Monteblanco;;La Manga;LA MANGA Cartagena;;;;;;4171309;700811;<p>Mirador con sombraje desde donde puede contemplarse una panor&aacute,mica general de La Manga del Mar Menor y alrededores.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5115-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5115-1p_g.jpg;;;;;;;;;;;;;;;;;;
4978;Mirador del Monte Blanco II;Subida a Monte Blanco Km. 3;;La Manga;LA MANGA Cartagena;;;;;;-0.726181;37.665303;<p>Situado en la cima de la urbanizaci&oacute,n Monte Blanco, desde&nbsp, esta espectacular atalaya se disfruta de unas vistas privilegiadas de La Manga del Mar Menor.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-4978-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-4978-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-4978-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-4978-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-4978-3p_g.jpg;;;;;;;;;;;;;;;
5172;Mirador del Paso de la Bandera;Paseo Barco de Ávila, s/n;30510;Yecla;YECLA;968 75 41 04;;turismo@yecla.es;https://turismo.yecla.es - https://www.yecla.es;;-1.1205137;38.6090851;Vista panorámica de la ciudad;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_22012_193320_0_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5172-215_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5172-214_g.JPG;;;;;;;;;;;;;;;;;
8685;Mirador Gola del Estacio;Km. 13;30380;La Manga;LA MANGA San Javier;;;;;;-0.734990;37.746803;<p>El Estacio es un afloramiento de rocas areniscas de unos 2,29 mts de altura que se extiende desde la barra arenosa de La Manga hacia el Mediterr&aacute,neo con una longitud de unos 40 mts y en cuyo extremo se construyo en 1862 el conocido Faro del Estacio.</p><p>Junto a la roca se localiza la gola, canal natural de comunicaci&oacute,n entre las aguas del Mar Menor y del Mediterr&aacute,neo y paso de peces para el desove y cr&iacute,a en el Mar Menor.</p><p>Con el paso del tiempo el canal se ha ido dragando y transformando de forma artificial a fin de dotarlo de un calado uniforme que facilite el tr&aacute,nsito de embarcaciones. Las obras m&aacute,s radicales tuvieron lugar a partir del 1973 , dot&aacute,ndole de una profundidad de 4 mts y una anchura de 39 mts.</p><p>Desde &eacute,ste mirador se encuentra justo al lado del puente levadizo, y cuando se eleva es posible contemplar el tr&aacute,nsito de embarcaciones que entran o salen del Mar Menor hacia el Mediterr&aacute,neo.</p><p>&nbsp,</p>;Ingeniería;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8685-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8685-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8685-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8685-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8685-4p_g.jpg;;;;;;;;;;;;;;;
8875;Mirador Joan Manuel Serrat ;Avda. Doctor Barnard, s/n;30880;Águilas;;;;;;;;;<p>Obra del escultor aguile&ntilde,o Mario Fern&aacute,ndez, t&uacute,mulo con placa, ubicado frente<br />a la Playa Los Cocedores del Hornillo, inaugurado como homenaje al popular<br />cantante por su visita a &Aacute,guilas en 2019.</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8875-1p_g.jpg;;;;;;;;;;;;;;;;;;;
5146;Mirador La Molineta Yecla Valora;Cerro de La Molineta;30510;Yecla;YECLA;968 75 41 04;;turismo@yecla.es;https://turismo.yecla.es/;;-1.1183733;38.610354;<p>Se trata de un paseo ascendente del cerro del castillo a partir de pasarelas de madera donde podremos contemplar desde otro punto de vista la ciudad, el casco hist&oacute,rico hasta la zona industrial.</p><p>&nbsp,</p><p>Sin duda se trata de un mirador que no te puedes perder si vienes a Yecla, ya que se puede observar una de las mejores vistas de la ciudad.</p>;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-7p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5146-4p_g.jpg;;;;;;;;;;;;;
5057;Mirador Patio de los Yébenes;Patio de los Yébenes;;Moratalla;MORATALLA;;;;;;-1.895214;38.18957;<p>Situado en las faldas del Cerro de San Jorge y elevado sobre el casco hist&oacute,rico de Moratalla se encuentra el Mirador del Patio de los Y&eacute,benes. Se trata de una explanada desde la que se tiene una perspectiva privilegiada de toda la Villa y gran parte de su basto territorio. Se puede acceder desde el Paseo del Cerro de San Jorge, calle que bordea el casco antiguo o por el camino del Pe&ntilde,&oacute,n de la Encantada, lugar muy conocido en el pueblo por la rom&aacute,ntica leyenda que all&iacute, tuvo lugar. Ambos caminos nos ofrecen grandes vistas de Moratalla y su entorno.</p>;Arquitectura Religiosa;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_222009_606197_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/LUGI_222009_689237_0_g.jpg;;;;;;;;;;;;;;;;;;
8723;Molino de Arriba;Paraje del Salto del Usero;30180;Bullas;;968 652 244;;turismo@bullas.es;;;-1.6771156;38.024147;<p>A lo largo del curso alto del r&iacute,o Mula existieron durante siglos varios molinos harineros que utilizaban la fuerza del agua para accionar las piedras que mol&iacute,an el trigo. Sus nombres se refer&iacute,an a su ubicaci&oacute,n en dicho curso (de Arriba, de Enmedio y de Abajo) o a su propietario o caracter&iacute,sticas (de Sebasti&aacute,n, de la Canal&hellip,). Una vez cayeron en desuso a mediados del siglo XX quedaron abandonados e incluso en ruinas, aunque algunos han sido rehabilitados, conservando adem&aacute,s buena parte de la maquinaria original. Es el caso del Molino de Abajo, convertido en restaurante y hospeder&iacute,a rural, o del propio Molino de Arriba, el m&aacute,s antiguo de todos ellos al remontarse a 1684. Este se encuentra muy cerca del emblem&aacute,tico Salto del Usero y en las faldas del monte Castellar.<br />Junto al Molino de Arriba existen otras edificaciones, como la peque&ntilde,a central hidroel&eacute,ctrica construida en la d&eacute,cada de 1920 por el Sindicato Cat&oacute,lico &ndash, Agr&iacute,cola de Bullas, que tambi&eacute,n aprovechaba la fuerza de las aguas del r&iacute,o.</p><p>&nbsp,</p>;;;;;;;;;;;;;;;;;;;;;;
8968;Molino del Tio Manuel Lambertos;;30710;Los Alcázares;;968 57 57 56;;cultura@losalcazares.es;;;;;<p>Este molino, originalmente estuvo situado m&aacute,s al este, a unos doscientos metros,muy cerca del mar (concretamente, junto a la casa del Infante de Orleans y lagranja), en los terrenos que en la d&eacute,cada de los a&ntilde,os 20 del siglo pasado fueron expropiados.</p><p style='margin-left:0cm, margin-right:0.37cm'>Los molinos de viento son uno de los elementos de ingenier&iacute,a agraria&nbsp,&aacute,s caracter&iacute,sticos y originales del Campo de Cartagena-Mar Menor, indispensables durante siglos para la subsistenciadelcampesinoydetodalaestructuraproductiva de lazona. Loscampesinosde estastierrasaprendieronpronto aconvertir losfuertes vientosde la costa en energ&iacute,a&uacute,til para labores como lamoliendaolaextracci&oacute,ndeagua del subsuelo.</p><p style='margin-left:0cm'>&nbsp,</p><p style='margin-left:0cm, margin-right:0.38cm'>Abundan por todo el paisaje de esta comarca (Fuente&Aacute,lamo,Cartagena,LaUni&oacute,n,ElAlgar,LaPuebla, TorrePacheco, LosAlc&aacute,zares, San Javier,San PedrodelPinatar) hastael inicio delaSierrade Carrascoy.</p><p style='margin-left:0cm'>&nbsp,</p><p style='margin-left:0cm, margin-right:0.37cm'>Por su alto valor cultural y paisaj&iacute,stico, todos los molinos de viento del Campo deCartagena est&aacute,n declarados Bien deI Inter&eacute,s Cultural con categor&iacute,a de monumento.</p><p>&nbsp,</p>;Otros;;;;;;;;;;;;;;;;;;;;;
8672;Molino Salinero de Veneziola;;;La Manga;LA MANGA San Javier;;;;;;-0.74568;37.77484;<p>El molino de Veneziola, que a&uacute,n muestra su chapitel y parte de su maquinaria, fue construido muy cerca del mar para facilitar el trasvase de agua, e impulsarla hasta las balsas de detecci&oacute,n donde se dejaba evaporar para as&iacute, obtener la sal.</p><p>El molino de las salinas suele tener una altura entre 8 y 12 metros. El di&aacute,metro de su planta circular es de entre 6 y 10 metros. A su parte superior o tejado se le llama chapitel y las aspas que nac&iacute,an de &eacute,l llegaban a medir de 10 a 14 metros y sobre ellas se ataban las velas que, c&oacute,mo en las barcas de los pescadores de la zona, ten&iacute,an forma latina, dot&aacute,ndolos as&iacute, de unas de sus caracter&iacute,sticas m&aacute,s llamativas.</p><p>Este molino no presenta a lo largo del cuerpo las t&iacute,picas ventanas, apareciendo en cambio una &uacute,nica abertura en la cara frontal que constitu&iacute,a la puerta de ingreso a la maquinaria, que originariamente debi&oacute, ser de madera y de la que tan s&oacute,lo ha quedado el marco.</p><p>Los molinos, en general, constan de una serie de engranajes de madera y hierro que transmiten la energ&iacute,a que generan las velas, movidas por el viento. Este de la Manga conserva todo ese engranaje y, aunque no en muy buen estado, sigue llamando la atenci&oacute,n de los numerosos paseantes.</p><p>La introducci&oacute,n de sistemas modernos, en el trabajo del tratamiento de la sal, hizo que se abandonaran estos antiguos sistemas, quedando hoy exclusivamente como reclamo tur&iacute,stico.</p>;Arquitectura Popular;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8672-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8672-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8672-2p_g.jpg;;;;;;;;;;;;;;;;;
8964;Molinos Salineros de Pudrimel;;;La Manga;LA MANGA San Javier;;;;;;-0.742672;37.775769;<p>Los molinos salineros trituraban los terrones de sal extra&iacute,dos de las explotaciones salineras del Mar Menor. En sus aspas, que legaban a medir entre 10 y 14 m, se ataban las velas latinas, id&eacute,nticas a las velas que amarraban los pescadores del Mar Menor a sus barcas.</p><p>En las salinas pod&iacute,an encontrarse tambi&eacute,n otro tipo de molinos cuya funci&oacute,n era extraer el agua del mar y llevarla a las balsas de las salinas. Estos molinos fueron construidos muy cerca del mar para facilitar el trasvase de agua y dejar que &eacute,sta se evaporara para obtener la sal.</p><p>Como ejemplos de estos dos usos encontramos los molinos en Pudrimel, uno para elevar el agua y el otro para moler sal. De estos dos molinos s&oacute,lo se conserva la torre. Los dos tipos de molino salinero son ahora testigos de la importancia econ&oacute,mica que tuvo la industria y el comercio de la sal en la comarca.</p><p>&nbsp,</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-7p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-5p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-6p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-8964-4p_g.jpg;;;;;;;;;;;;;
6884;Monolito de Independencia Municipal;Paseo de Carrión;30710;Los Alcázares;LOS ALCÁZARES;968 58 21 07;;cultura@losalcazares.es;;;-0.8519187;37.7378354;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6884-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6885;Monumento al actor José Sazatornil;Paseo Carrión;30710;Los Alcázares;LOS ALCÁZARES;968 58 21 07;;cultura@losalcazares.es;;;-0.8504397;37.7380296;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6885-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6879;Monumento al Huertano;Parque  de Las Peñas Huertanas;;Los Alcázares;LOS ALCÁZARES;968 58 21 07;;cultura@losalcazares.es;;;-0.8538027;37.7430547;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6879-1p_g.JPG;;;;;;;;;;;;;;;;;;;
6881;Monumento al Minero;Plaza Joaquín Costa.;30360;La Unión;LA UNIÓN;;;;;;-0.8754716;37.6170531;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6881-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6882;Monumento Al Pescador;Paseo Espejo;30710;Los Alcázares;LOS ALCÁZARES;968 58 21 07;;cultura@losalcazares.es;;;-0.8492988;37.7438949;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6882-1p_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6882-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6882-2p_g.JPG;;;;;;;;;;;;;;;;;
8970;Monumento al Voluntario.;Plaza del Ayuntamiento;30710;Los Alcázares;LOS ALCÁZARES;968 57 57 56;;cultura@losalcazares.es;;;;;<p style='margin-left:0cm, margin-right:2.09cm'>En homenaje a todos los voluntarios que ayudaron al municipio de Los Alc&aacute,zares tras las devastadoras inundaciones de diciembre de 2016 yseptiembrede2019.</p><p style='margin-left:0cm, margin-right:0.16cm'>Estas &uacute,ltimas golpearon al pueblo dej&aacute,ndolo m&aacute,s de un mes paralizado debido a los destrozos ocasionados por el agua que inund&oacute, calles, casas, comercios, instalaciones, infraestructuras y lo peor de todo recuerdos insustituibles para familias de Los Alc&aacute,zares.</p><p>Estas botas se convirtieron en un s&iacute,mbolo para todos, con ellas recordamos aquellos tristes d&iacute,as y reconocemos que gracias al esfuerzo y ala ayuda de losmiles de voluntarios que llegaban a Los Alc&aacute,zares dispuestos a quitar lodo y a sacarnos una sonrisa con su impagable generosidad, conseguimos seguir adelante.</p><p style='margin-left:0cm'>&nbsp,</p><p style='margin-left:0cm, margin-right:0.29cm'>&ldquo,En la adversidad os hemos encontrado&hellip,tanta buena gente de tantos lugares del mundo&rdquo,</p>;Arquitectura Popular;;;;;;;;;;;;;;;;;;;;;
6909;Mural Dale Grimshaw;Calle Los Luisos con Calle La Feria;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.8498275;37.7388599;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6909-1p_g.jpeg;;;;;;;;;;;;;;;;;;;
6904;Mural Facte;Avda. Joaquín Blume. Polideportivo Municipal;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es ;;;-0.8642783;37.731279;<p>El mural fu&eacute, pintado en el Festival de Arte Urbano del Mar Menor&nbsp, en 2016</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6904-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6911;Mural Facte + Jorge Pina;Avda. Joaquín Blume. Polideportivo Municipal ;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.8591661;37.7409147;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6911-1p_g.jpeg;;;;;;;;;;;;;;;;;;;
6906;Mural Gómez;Calle Acacia con Calle Manuel Acedo;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.85692;37.7342973;<p><br />&nbsp,</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6906-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6906-2p_g.jpg;;;;;;;;;;;;;;;;;;
6908;Mural La Tonta el Bote;Calle Félix Rodríguez de la Fuente con Calle Dolores;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.8527533;37.7376679;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6908-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6908-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6908-2p_g.jpg;;;;;;;;;;;;;;;;;
6910;Mural Man-O-Matic;Calle Doctor García Guillén con Calle Juan Ramón Jiménez;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares;;;-0.85744;37.740782;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6910-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6905;Mural Piratroska;Avda. Ferrocarril con Calle Ruso;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.8592253;37.7342437;<p>El mural de Piratroska fue pintado en el Festival de Arte Urbano 2016</p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6905-1p_g.jpg;;;;;;;;;;;;;;;;;;;
6907;Mural Ze Carrión;Paseo La Concha con Calle Torrepino ;30710;Los Alcázares;LOS ALCÁZARES;968575756;;turismo@losalcazares.es;;;-0.8540527;37.7353526;;;;;;;;;;;;;;;;;;;;;;;
5397;Museo Arqueológico Comarcal de Orihuela - MARQUO;C/ Hospital, 3;03300;Orihuela;;966 74 31 54;;;http://www.orihuelaturistica.es;;-0.950425;38.086411;<p>De Museo de Antig&uuml,edades del Colegio de Santo Domingo a Museo Arqueol&oacute,gico Comarcal de Orihuela. Lo que viene a continuaci&oacute,n es una transformaci&oacute,n poco com&uacute,n, pero que ha cosechado un gran &eacute,xito en esta urbe. El Museo de Antig&uuml,edades naci&oacute, en 1902 siendo obra del padre Julio Furg&uacute,s, del cual proceden parte de sus fondos. Desde que en 1970 se autorizase su construcci&oacute,n, comparti&oacute, varias ubicaciones. El museo ha pasado por el Palacio de Teodomiro, el Hospital Municipal, el palacio de Rubalcava, hasta llegar en 1997, a su sede actual: la iglesia de San Juan de Dios, templo construido a mediados del siglo XVIII. En su interior se encuentra el paso procesional El Triunfo de la Cruz, conocido como La Diablesa, realizado por Nicol&aacute,s de Bussy en 1694.</p>;Zona Arqueológica;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5397-1_g.jpg;;;;;;;;;;;;;;;;;;;
5412;NACIMIENTO DEL AGUA DEL PILAR Y ANTIGUO LAVADERO;Huerta La Almazara;30191;Campos del Río;;;;;;;4211465;645099;El área natural del Nacimiento del Pilar es una de las zonas verdes que más se visitan en Campos del Río. Ahora está seco, pero no es difícil imaginar las escorrentías que se generaban hace años en la zona.;Arquitectura Civil;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-5412-1_g.jpg;;;;;;;;;;;;;;;;;;;
6513;Olmo del Lavador;Plaza de El Lavador;30892;Librilla;LIBRILLA;968658037;;;;;-1.348735;37.888213;<p><span style='font-size:11pt'>Olmo centenario cuyo di&aacute,metro de tronco es el mayor de la Regi&oacute,n de Murcia. Plantado entre 1870 y 1880, se encuentra declarado como &ldquo,&Aacute,rbol Monumental&rdquo, por la Ley de Patrimonio Arb&oacute,reo Monumental de la Regi&oacute,n de Murcia. Este magn&iacute,fico ejemplar, de casi 18 metros de altura, se localiza en la plaza del Lavador, que recibe su nombre del antiguo lavador de principios del siglo XIX, situado bajo las ramas del olmo y que sirvi&oacute, como lugar de encuentro para la poblaci&oacute,n de la villa. </span></p>;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/monumentos/recurso-1-6513-1p_g.jpg;;;;;;;;;;;;;;;;;;;
